CALL ID,Call_Date,Product,Resolved_Ontime,Service,Support_Rep,Minutes_On_Phone,Severity,Failure_Type,Customer_Type,Customer Sat Rating,TTA,Vendor
1183,10/18/2014,Retirement,No,Investment Services,Sheila Straton,56,Low,Phone,Government,Acceptable,10,Telesynch
1184,10/18/2014,Retirement,No,Investment Services,Vamsi Haji,18,Medium,Phone,Government,Good,7,Telesynch
1185,10/19/2014,Rewards Card,Yes,Credit Services,Jen Garcia,28,High,Phone,Institutional,Poor,18,Telesynch
1186,10/19/2014,Rewards Card,Yes,Credit Services,Bill Jones,7,Medium,Phone,Direct,Poor,15,Telesynch
1187,10/25/2014,Retirement,Yes,Investment Services,Cindy Yu,58,Low,Chat,Direct,Poor,1,Telesynch
1188,10/25/2014,Retirement,No,Investment Services,Kumar Prasad,60,Low,Chat,Reseller,Poor,2,Telesynch
1189,10/26/2014,Checking Accounts,No,Banking Services,Vamsi Haji,52,Low,Phone,Institutional,Poor,7,Telesynch
1190,10/26/2014,Rewards Card,Yes,Credit Services,Brad Stein,13,Low,Chat,Commercial,Good,2,Telesynch
1191,10/26/2014,Checking Accounts,No,Banking Services,Jen Garcia,37,Medium,Chat,Reseller,Poor,5,Telesynch
1192,10/26/2014,Rewards Card,Yes,Credit Services,Vamsi Haji,48,High,Phone,Direct,Good,7,Telesynch
1193,10/27/2014,Checking Accounts,No,Banking Services,Chen Lee,21,Medium,Phone,Direct,Poor,16,Telesynch
1194,10/27/2014,Checking Accounts,No,Banking Services,Brian Locke,10,Low,Chat,Commercial,Acceptable,4,Telesynch
1195,10/28/2014,Checking Accounts,Yes,Banking Services,Sheila Straton,47,Low,Chat,Government,Poor,20,Telesynch
1196,10/28/2014,Certificate of Deposit,Yes,Banking Services,Kumar Prasad,29,Low,Phone,Government,Acceptable,9,Telesynch
1197,10/28/2014,Checking Accounts,No,Banking Services,Ali Hasem,28,Low,Chat,Reseller,Poor,17,Telesynch
1198,10/28/2014,Mutual Funds,No,Investment Services,Ali Hasem,20,Medium,Phone,Commercial,Good,14,Telesynch
1199,10/28/2014,Checking Accounts,Yes,Banking Services,Vamsi Haji,54,High,Phone,Commercial,Poor,4,Telesynch
1200,10/28/2014,Checking Accounts,Yes,Banking Services,Cindy Yu,18,Low,Phone,Commercial,Acceptable,8,Telesynch
1201,10/28/2014,Certificate of Deposit,No,Banking Services,Kumar Prasad,9,Medium,Chat,Institutional,Poor,1,Telesynch
1202,10/28/2014,Mutual Funds,Yes,Investment Services,Ali Hasem,32,Low,Chat,Commercial,Acceptable,1,Telesynch
1203,10/29/2014,Checking Accounts,No,Banking Services,Ali Hasem,10,Medium,Chat,Reseller,Good,13,Telesynch
1204,10/29/2014,Mutual Funds,No,Investment Services,Chen Lee,17,Low,Chat,Government,Poor,10,Telesynch
1205,10/29/2014,Checking Accounts,No,Banking Services,Kumar Prasad,38,High,Chat,Commercial,Good,17,Telesynch
1206,10/29/2014,Mutual Funds,No,Investment Services,Brad Stein,25,Low,Phone,Institutional,Acceptable,7,Telesynch
1207,12/31/2012,Savings and Money Market,Yes,Banking Services,Cathy Friar,5,Low,Phone,Institutional,Acceptable,2,Conversys
1208,12/31/2012,Certificate of Deposit,No,Banking Services,Kelly Martino,12,Low,Chat,Reseller,Poor,5,Conversys
1209,12/31/2012,Variable Annuities,Yes,Investment Services,Cathy Friar,4,Low,Phone,Reseller,Good,2,Conversys
1210,12/31/2012,Silver Plus Card,No,Credit Services,Kelly Martino,15,Low,Phone,Commercial,Acceptable,1,Conversys
1211,12/31/2012,Savings and Money Market,No,Banking Services,Jake Williams,15,Low,Chat,Direct,Poor,1,Conversys
1212,12/31/2012,Variable Annuities,No,Investment Services,Ben Stroup,13,Low,Chat,Institutional,Acceptable,3,Conversys
1213,12/31/2012,Certificate of Deposit,Yes,Banking Services,Kelly Martino,3,Medium,Phone,Government,Poor,5,Conversys
1214,12/31/2012,Silver Plus Card,No,Credit Services,Cathy Friar,1,Low,Phone,Government,Poor,5,Conversys
1215,1/1/2013,Securities Brokerage,Yes,Investment Services,Cathy Friar,10,Medium,Phone,Reseller,Acceptable,2,Conversys
1216,1/1/2013,Securities Brokerage,Yes,Investment Services,Jake Williams,5,Medium,Chat,Institutional,Acceptable,5,Conversys
1217,1/2/2013,Checking Accounts,No,Banking Services,Alysha Roberts,12,Medium,Phone,Direct,Poor,3,Conversys
1218,1/2/2013,Checking Accounts,Yes,Banking Services,Jake Williams,2,Medium,Phone,Reseller,Good,1,Conversys
1219,1/2/2013,Infinite Gold Card,No,Credit Services,Ben Stroup,8,High,Chat,Institutional,Good,5,Conversys
1220,1/2/2013,Infinite Gold Card,Yes,Credit Services,Alysha Roberts,7,High,Phone,Commercial,Acceptable,1,Conversys
1221,1/2/2013,Checking Accounts,No,Banking Services,Cathy Friar,1,High,Chat,Institutional,Acceptable,4,Conversys
1222,1/2/2013,Mutual Funds,No,Investment Services,Cathy Friar,6,Medium,Phone,Institutional,Poor,2,Conversys
1223,1/2/2013,Variable Annuities,No,Investment Services,Kelly Martino,14,Low,Phone,Institutional,Poor,2,Conversys
1224,1/2/2013,Silver Plus Card,No,Credit Services,Kelly Martino,12,Low,Chat,Reseller,Acceptable,1,Conversys
1225,1/2/2013,Variable Annuities,No,Investment Services,Cathy Friar,6,Low,Phone,Institutional,Acceptable,4,Conversys
1226,1/2/2013,Silver Plus Card,Yes,Credit Services,Alysha Roberts,18,High,Chat,Commercial,Poor,1,Conversys
1227,1/2/2013,Checking Accounts,No,Banking Services,Alysha Roberts,20,Medium,Chat,Institutional,Acceptable,2,Conversys
1228,1/2/2013,Checking Accounts,No,Banking Services,Cathy Friar,8,Medium,Phone,Reseller,Poor,5,Conversys
1229,1/2/2013,Infinite Gold Card,Yes,Credit Services,Kelly Martino,20,Medium,Phone,Institutional,Poor,2,Conversys
1230,1/2/2013,Infinite Gold Card,No,Credit Services,Cathy Friar,5,Medium,Phone,Commercial,Poor,2,Conversys
1231,1/2/2013,Variable Annuities,Yes,Investment Services,Kelly Martino,6,High,Chat,Reseller,Good,5,Conversys
1232,1/2/2013,Variable Annuities,Yes,Investment Services,Alysha Roberts,14,Low,Phone,Commercial,Good,4,Conversys
1233,1/2/2013,Checking Accounts,Yes,Banking Services,Jake Williams,11,High,Phone,Direct,Poor,5,Conversys
1234,1/2/2013,Silver Plus Card,No,Credit Services,Cathy Friar,13,Medium,Phone,Commercial,Poor,4,Conversys
1235,1/2/2013,Silver Plus Card,Yes,Credit Services,Jake Williams,8,Low,Chat,Reseller,Poor,2,Conversys
1236,1/2/2013,Mutual Funds,No,Investment Services,Ben Stroup,3,Medium,Phone,Reseller,Good,5,Conversys
1237,1/4/2013,Checking Accounts,No,Banking Services,Alysha Roberts,6,Low,Chat,Commercial,Acceptable,2,Conversys
1238,1/4/2013,Silver Plus Card,Yes,Credit Services,Jake Williams,20,Low,Phone,Institutional,Good,3,Conversys
1239,1/4/2013,Retirement,Yes,Investment Services,Ben Stroup,17,High,Chat,Reseller,Good,4,Conversys
1240,1/4/2013,Silver Plus Card,Yes,Credit Services,Cathy Friar,5,Low,Phone,Reseller,Acceptable,1,Conversys
1241,1/4/2013,Checking Accounts,Yes,Banking Services,Jake Williams,9,High,Chat,Reseller,Acceptable,3,Conversys
1242,1/4/2013,Mutual Funds,Yes,Investment Services,Kelly Martino,1,High,Chat,Commercial,Good,1,Conversys
1243,1/4/2013,Checking Accounts,Yes,Banking Services,Alysha Roberts,12,High,Phone,Reseller,Acceptable,1,Conversys
1244,1/4/2013,Retirement,Yes,Investment Services,Jake Williams,12,Medium,Chat,Reseller,Acceptable,3,Conversys
1245,1/4/2013,Checking Accounts,Yes,Banking Services,Kelly Martino,19,Low,Phone,Government,Acceptable,5,Conversys
1246,1/4/2013,Silver Plus Card,Yes,Credit Services,Cathy Friar,2,Low,Chat,Institutional,Acceptable,1,Conversys
1247,1/4/2013,Silver Plus Card,Yes,Credit Services,Ben Stroup,6,Medium,Phone,Commercial,Poor,2,Conversys
1248,1/4/2013,Mutual Funds,No,Investment Services,Alysha Roberts,5,Low,Phone,Institutional,Good,1,Conversys
1249,1/11/2013,Securities Brokerage,Yes,Investment Services,Kelly Martino,12,High,Phone,Reseller,Acceptable,2,Conversys
1250,1/11/2013,Securities Brokerage,No,Investment Services,Ben Stroup,4,Low,Phone,Reseller,Good,5,Conversys
1251,1/14/2013,Platinum Plus Card,Yes,Credit Services,Kelly Martino,20,High,Chat,Direct,Acceptable,4,Conversys
1252,1/14/2013,Mutual Funds,No,Investment Services,Ben Stroup,10,Medium,Chat,Direct,Good,3,Conversys
1253,1/14/2013,Platinum Plus Card,No,Credit Services,Ben Stroup,18,Low,Phone,Commercial,Good,1,Conversys
1254,1/14/2013,Mutual Funds,Yes,Investment Services,Ben Stroup,6,High,Phone,Commercial,Acceptable,3,Conversys
1255,1/19/2013,Checking Accounts,Yes,Banking Services,Alysha Roberts,1,Medium,Chat,Government,Acceptable,2,Conversys
1256,1/19/2013,Securities Brokerage,No,Investment Services,Kelly Martino,15,Medium,Chat,Commercial,Acceptable,3,Conversys
1257,1/19/2013,Checking Accounts,Yes,Banking Services,Jake Williams,1,Low,Phone,Government,Poor,5,Conversys
1258,1/19/2013,Securities Brokerage,Yes,Investment Services,Alysha Roberts,5,High,Phone,Institutional,Poor,5,Conversys
1259,1/20/2013,Checking Accounts,No,Banking Services,Ben Stroup,8,Low,Chat,Government,Poor,4,Conversys
1260,1/20/2013,Silver Plus Card,Yes,Credit Services,Ben Stroup,1,Low,Chat,Commercial,Good,4,Conversys
1261,1/20/2013,Checking Accounts,No,Banking Services,Kelly Martino,9,High,Chat,Direct,Good,3,Conversys
1262,1/20/2013,Silver Plus Card,No,Credit Services,Jake Williams,17,High,Chat,Reseller,Good,2,Conversys
1263,1/21/2013,Checking Accounts,No,Banking Services,Cathy Friar,14,Low,Phone,Commercial,Good,4,Conversys
1264,1/21/2013,Infinite Gold Card,No,Credit Services,Alysha Roberts,9,High,Chat,Government,Poor,2,Conversys
1265,1/21/2013,Infinite Gold Card,Yes,Credit Services,Jake Williams,12,High,Chat,Government,Acceptable,4,Conversys
1266,1/21/2013,Checking Accounts,No,Banking Services,Kelly Martino,10,High,Chat,Direct,Acceptable,3,Conversys
1267,1/21/2013,Infinite Gold Card,Yes,Credit Services,Jake Williams,9,Medium,Phone,Commercial,Poor,2,Conversys
1268,1/21/2013,Infinite Gold Card,No,Credit Services,Ben Stroup,9,Low,Phone,Government,Poor,4,Conversys
1269,1/22/2013,Securities Brokerage,Yes,Investment Services,Ben Stroup,2,Medium,Phone,Direct,Poor,5,Conversys
1270,1/22/2013,Rewards Card,No,Credit Services,Jake Williams,20,Low,Chat,Direct,Good,5,Conversys
1271,1/22/2013,Silver Plus Card,No,Credit Services,Ben Stroup,9,Low,Phone,Commercial,Acceptable,5,Conversys
1272,1/22/2013,Securities Brokerage,Yes,Investment Services,Jake Williams,3,Medium,Chat,Commercial,Poor,1,Conversys
1273,1/22/2013,Securities Brokerage,No,Investment Services,Jake Williams,15,Low,Chat,Direct,Acceptable,5,Conversys
1274,1/22/2013,Securities Brokerage,Yes,Investment Services,Alysha Roberts,13,High,Phone,Commercial,Poor,3,Conversys
1275,1/22/2013,Rewards Card,Yes,Credit Services,Alysha Roberts,15,Low,Chat,Commercial,Good,5,Conversys
1276,1/22/2013,Silver Plus Card,No,Credit Services,Ben Stroup,2,High,Chat,Commercial,Good,4,Conversys
1277,1/23/2013,Infinite Gold Card,Yes,Credit Services,Cathy Friar,15,Low,Phone,Reseller,Poor,2,Conversys
1278,1/23/2013,Infinite Gold Card,No,Credit Services,Ben Stroup,8,Low,Phone,Commercial,Poor,2,Conversys
1279,1/29/2013,Retirement,Yes,Investment Services,Jake Williams,6,Low,Phone,Institutional,Good,1,Conversys
1280,8/25/2014,Silver Plus Card,No,Credit Services,Alysha Roberts,8,High,Phone,Direct,Poor,3,Conversys
1281,8/25/2014,Retirement,No,Investment Services,Alysha Roberts,14,Medium,Chat,Institutional,Acceptable,5,Conversys
1282,8/26/2014,Silver Plus Card,Yes,Credit Services,Alysha Roberts,17,High,Phone,Commercial,Acceptable,4,Conversys
1283,8/26/2014,Checking Accounts,Yes,Banking Services,Cathy Friar,7,High,Chat,Commercial,Good,1,Conversys
1284,8/26/2014,Silver Plus Card,No,Credit Services,Ben Stroup,13,Medium,Phone,Direct,Poor,1,Conversys
1285,8/26/2014,Checking Accounts,No,Banking Services,Ben Stroup,3,High,Phone,Institutional,Acceptable,4,Conversys
1286,8/26/2014,Silver Plus Card,No,Credit Services,Jake Williams,3,Medium,Chat,Institutional,Acceptable,5,Conversys
1287,8/26/2014,Infinite Gold Card,Yes,Credit Services,Cathy Friar,5,Low,Phone,Institutional,Poor,1,Conversys
1288,8/27/2014,Infinite Gold Card,No,Credit Services,Jake Williams,15,Medium,Chat,Government,Acceptable,1,Conversys
1289,8/27/2014,Securities Brokerage,No,Investment Services,Kelly Martino,12,Low,Phone,Institutional,Poor,1,Conversys
1290,8/27/2014,Savings and Money Market,No,Banking Services,Alysha Roberts,14,Medium,Chat,Institutional,Good,1,Conversys
1291,8/27/2014,Silver Plus Card,Yes,Credit Services,Kelly Martino,17,Low,Phone,Direct,Poor,2,Conversys
1292,8/28/2014,Securities Brokerage,No,Investment Services,Jake Williams,5,Medium,Chat,Institutional,Acceptable,2,Conversys
1293,8/28/2014,Savings and Money Market,Yes,Banking Services,Cathy Friar,18,Medium,Chat,Government,Poor,4,Conversys
1294,8/28/2014,Silver Plus Card,Yes,Credit Services,Cathy Friar,3,Low,Chat,Reseller,Good,3,Conversys
1295,8/28/2014,Rewards Card,Yes,Credit Services,Kelly Martino,7,Medium,Chat,Government,Acceptable,2,Conversys
1296,8/28/2014,Certificate of Deposit,No,Banking Services,Alysha Roberts,2,Low,Chat,Commercial,Poor,1,Conversys
1297,8/28/2014,Rewards Card,Yes,Credit Services,Cathy Friar,12,High,Phone,Institutional,Acceptable,2,Conversys
1298,8/28/2014,Mutual Funds,No,Investment Services,Alysha Roberts,18,Low,Chat,Reseller,Good,5,Conversys
1299,8/28/2014,Platinum Plus Card,No,Credit Services,Ben Stroup,10,Medium,Phone,Commercial,Acceptable,3,Conversys
1300,8/28/2014,Mutual Funds,Yes,Investment Services,Alysha Roberts,18,High,Phone,Direct,Acceptable,2,Conversys
1301,8/28/2014,Platinum Plus Card,Yes,Credit Services,Alysha Roberts,7,High,Chat,Reseller,Acceptable,5,Conversys
1302,8/28/2014,Rewards Card,Yes,Credit Services,Alysha Roberts,14,High,Phone,Reseller,Good,1,Conversys
1303,8/28/2014,Rewards Card,Yes,Credit Services,Kelly Martino,1,High,Chat,Institutional,Good,1,Conversys
1304,9/5/2014,Mutual Funds,No,Investment Services,Cathy Friar,14,High,Chat,Direct,Poor,2,Conversys
1305,9/5/2014,Certificate of Deposit,No,Banking Services,Jake Williams,18,Medium,Phone,Reseller,Good,4,Conversys
1306,9/5/2014,Mutual Funds,No,Investment Services,Kelly Martino,5,High,Chat,Government,Acceptable,5,Conversys
1307,9/5/2014,Variable Annuities,Yes,Investment Services,Jake Williams,1,Low,Phone,Reseller,Good,1,Conversys
1308,9/5/2014,Certificate of Deposit,No,Banking Services,Ben Stroup,15,High,Phone,Reseller,Good,2,Conversys
1309,9/5/2014,Variable Annuities,No,Investment Services,Jake Williams,19,High,Chat,Direct,Acceptable,2,Conversys
1310,9/5/2014,Certificate of Deposit,Yes,Banking Services,Alysha Roberts,19,Low,Phone,Institutional,Poor,5,Conversys
1311,9/5/2014,Rewards Card,No,Credit Services,Ben Stroup,12,Low,Chat,Government,Poor,4,Conversys
1312,9/5/2014,Silver Plus Card,No,Credit Services,Alysha Roberts,13,Medium,Phone,Institutional,Acceptable,2,Conversys
1313,9/5/2014,Rewards Card,No,Credit Services,Ben Stroup,12,Medium,Phone,Government,Poor,5,Conversys
1314,9/5/2014,Silver Plus Card,No,Credit Services,Cathy Friar,14,Low,Chat,Government,Acceptable,3,Conversys
1315,9/5/2014,Securities Brokerage,Yes,Investment Services,Alysha Roberts,4,Low,Phone,Reseller,Acceptable,3,Conversys
1316,9/5/2014,Securities Brokerage,Yes,Investment Services,Alysha Roberts,18,High,Chat,Reseller,Acceptable,5,Conversys
1317,9/5/2014,Checking Accounts,Yes,Banking Services,Cathy Friar,18,Medium,Chat,Government,Good,3,Conversys
1318,9/5/2014,Silver Plus Card,Yes,Credit Services,Ben Stroup,19,Low,Chat,Direct,Good,1,Conversys
1319,9/5/2014,Checking Accounts,Yes,Banking Services,Cathy Friar,11,High,Phone,Commercial,Good,3,Conversys
1320,9/5/2014,Silver Plus Card,Yes,Credit Services,Cathy Friar,19,Low,Chat,Reseller,Acceptable,5,Conversys
1321,9/5/2014,Infinite Gold Card,Yes,Credit Services,Cathy Friar,9,Low,Phone,Institutional,Acceptable,4,Conversys
1322,9/6/2014,Checking Accounts,Yes,Banking Services,Cathy Friar,1,High,Phone,Government,Acceptable,4,Conversys
1323,9/6/2014,Infinite Gold Card,Yes,Credit Services,Ben Stroup,1,Medium,Phone,Direct,Acceptable,5,Conversys
1324,9/6/2014,Checking Accounts,Yes,Banking Services,Jake Williams,12,High,Chat,Commercial,Good,1,Conversys
1325,9/6/2014,Securities Brokerage,Yes,Investment Services,Cathy Friar,13,High,Phone,Reseller,Good,5,Conversys
1326,9/6/2014,Securities Brokerage,Yes,Investment Services,Jake Williams,18,Medium,Phone,Institutional,Acceptable,4,Conversys
1327,9/6/2014,Securities Brokerage,Yes,Investment Services,Alysha Roberts,16,Low,Chat,Commercial,Good,4,Conversys
1328,9/6/2014,Securities Brokerage,Yes,Investment Services,Ben Stroup,7,High,Chat,Institutional,Poor,2,Conversys
1329,9/6/2014,Savings and Money Market,Yes,Banking Services,Cathy Friar,12,Medium,Chat,Direct,Acceptable,1,Conversys
1330,9/6/2014,Certificate of Deposit,No,Banking Services,Cathy Friar,6,High,Phone,Direct,Good,2,Conversys
1331,9/6/2014,Platinum Plus Card,Yes,Credit Services,Jake Williams,2,Low,Phone,Reseller,Acceptable,2,Conversys
1332,9/6/2014,Mutual Funds,Yes,Investment Services,Ben Stroup,19,High,Chat,Direct,Poor,1,Conversys
1333,9/6/2014,Savings and Money Market,No,Banking Services,Cathy Friar,8,Low,Phone,Reseller,Acceptable,5,Conversys
1334,9/7/2014,Platinum Plus Card,Yes,Credit Services,Alysha Roberts,7,Medium,Chat,Reseller,Good,4,Conversys
1335,9/7/2014,Certificate of Deposit,No,Banking Services,Cathy Friar,1,Low,Chat,Government,Good,4,Conversys
1336,9/8/2014,Mutual Funds,No,Investment Services,Cathy Friar,6,Low,Chat,Reseller,Good,3,Conversys
1337,9/8/2014,Checking Accounts,Yes,Banking Services,Jake Williams,19,Low,Phone,Institutional,Good,5,Conversys
1338,9/8/2014,Certificate of Deposit,Yes,Banking Services,Alysha Roberts,15,Low,Phone,Commercial,Acceptable,4,Conversys
1339,9/8/2014,Rewards Card,No,Credit Services,Jake Williams,4,High,Phone,Institutional,Good,1,Conversys
1340,9/8/2014,Silver Plus Card,Yes,Credit Services,Ben Stroup,17,High,Chat,Institutional,Acceptable,5,Conversys
1341,9/8/2014,Checking Accounts,Yes,Banking Services,Alysha Roberts,12,Medium,Chat,Commercial,Good,3,Conversys
1342,9/8/2014,Rewards Card,Yes,Credit Services,Cathy Friar,6,High,Phone,Direct,Poor,5,Conversys
1343,9/8/2014,Certificate of Deposit,No,Banking Services,Jake Williams,8,Low,Phone,Institutional,Good,5,Conversys
1344,9/8/2014,Silver Plus Card,Yes,Credit Services,Ben Stroup,3,High,Phone,Institutional,Good,2,Conversys
1345,9/8/2014,Variable Annuities,No,Investment Services,Alysha Roberts,8,Medium,Phone,Institutional,Acceptable,3,Conversys
1346,9/8/2014,Silver Plus Card,Yes,Credit Services,Jake Williams,9,Low,Chat,Reseller,Acceptable,4,Conversys
1347,9/8/2014,Variable Annuities,Yes,Investment Services,Kelly Martino,5,Low,Chat,Government,Good,5,Conversys
1348,9/8/2014,Mutual Funds,Yes,Investment Services,Jake Williams,6,High,Phone,Direct,Poor,4,Conversys
1349,9/8/2014,Variable Annuities,No,Investment Services,Kelly Martino,10,Medium,Chat,Reseller,Acceptable,2,Conversys
1350,9/8/2014,Variable Annuities,No,Investment Services,Alysha Roberts,8,High,Phone,Government,Good,3,Conversys
1351,9/8/2014,Silver Plus Card,No,Credit Services,Ben Stroup,2,Medium,Phone,Commercial,Good,5,Conversys
1352,9/8/2014,Mutual Funds,Yes,Investment Services,Kelly Martino,10,Medium,Chat,Direct,Poor,4,Conversys
1353,9/8/2014,Platinum Plus Card,Yes,Credit Services,Alysha Roberts,7,Medium,Chat,Reseller,Good,4,Conversys
1354,9/8/2014,Silver Plus Card,Yes,Credit Services,Jake Williams,13,High,Chat,Institutional,Poor,1,Conversys
1355,9/8/2014,Platinum Plus Card,No,Credit Services,Cathy Friar,15,Medium,Chat,Institutional,Poor,1,Conversys
1356,9/9/2014,Silver Plus Card,No,Credit Services,Ben Stroup,2,Low,Phone,Institutional,Poor,1,Conversys
1357,9/9/2014,Infinite Gold Card,No,Credit Services,Cathy Friar,10,Low,Chat,Reseller,Poor,5,Conversys
1358,9/9/2014,Infinite Gold Card,Yes,Credit Services,Cathy Friar,11,High,Phone,Direct,Good,1,Conversys
1359,9/9/2014,Checking Accounts,Yes,Banking Services,Ben Stroup,15,High,Chat,Government,Good,3,Conversys
1360,9/9/2014,Securities Brokerage,Yes,Investment Services,Ben Stroup,13,High,Chat,Direct,Acceptable,1,Conversys
1361,9/9/2014,Checking Accounts,No,Banking Services,Alysha Roberts,19,High,Chat,Reseller,Good,4,Conversys
1362,9/9/2014,Securities Brokerage,Yes,Investment Services,Cathy Friar,1,Low,Chat,Reseller,Acceptable,3,Conversys
1363,9/9/2014,Retirement,No,Investment Services,Jake Williams,14,Low,Chat,Commercial,Good,4,Conversys
1364,9/15/2014,Overdraft Protection Services,No,Banking Services,Jake Williams,2,Medium,Chat,Commercial,Poor,4,Conversys
1365,9/15/2014,Retirement,Yes,Investment Services,Jake Williams,8,Medium,Phone,Government,Poor,5,Conversys
1366,9/15/2014,Overdraft Protection Services,No,Banking Services,Cathy Friar,14,Low,Phone,Commercial,Poor,5,Conversys
1367,9/15/2014,Rewards Card,No,Credit Services,Alysha Roberts,11,High,Phone,Institutional,Good,1,Conversys
1368,9/15/2014,Silver Plus Card,No,Credit Services,Jake Williams,10,Low,Phone,Reseller,Good,4,Conversys
1369,9/15/2014,Rewards Card,No,Credit Services,Kelly Martino,14,Medium,Phone,Reseller,Good,4,Conversys
1370,9/16/2014,Silver Plus Card,No,Credit Services,Kelly Martino,8,Low,Phone,Commercial,Acceptable,3,Conversys
1371,9/16/2014,Securities Brokerage,No,Investment Services,Jake Williams,14,High,Phone,Institutional,Poor,5,Conversys
1372,9/17/2014,Securities Brokerage,No,Investment Services,Jake Williams,13,Low,Chat,Government,Good,4,Conversys
1373,9/17/2014,Checking Accounts,Yes,Banking Services,Jake Williams,14,Low,Chat,Institutional,Acceptable,4,Conversys
1374,9/18/2014,Securities Brokerage,Yes,Investment Services,Ben Stroup,6,Medium,Phone,Government,Good,5,Conversys
1375,9/18/2014,Securities Brokerage,Yes,Investment Services,Alysha Roberts,9,Medium,Chat,Reseller,Acceptable,4,Conversys
1376,9/18/2014,Checking Accounts,Yes,Banking Services,Ben Stroup,11,Low,Chat,Commercial,Good,2,Conversys
1377,9/18/2014,Checking Accounts,No,Banking Services,Ben Stroup,11,High,Chat,Direct,Good,4,Conversys
1378,9/19/2014,Checking Accounts,Yes,Banking Services,Kelly Martino,13,Low,Phone,Government,Good,1,Conversys
1379,9/19/2014,Infinite Gold Card,Yes,Credit Services,Cathy Friar,16,Low,Phone,Institutional,Good,3,Conversys
1380,9/20/2014,Infinite Gold Card,No,Credit Services,Kelly Martino,9,Medium,Phone,Reseller,Good,2,Conversys
1381,9/20/2014,Retirement,Yes,Investment Services,Jake Williams,5,Low,Phone,Government,Poor,4,Conversys
1382,9/26/2014,Overdraft Protection Services,No,Banking Services,Jake Williams,18,High,Chat,Reseller,Poor,3,Conversys
1383,4/1/2013,Checking Accounts,No,Banking Services,Alysha Roberts,14,Medium,Chat,Reseller,Good,1,Conversys
1384,4/1/2013,Overdraft Protection Services,Yes,Banking Services,Jake Williams,13,Medium,Chat,Institutional,Acceptable,3,Conversys
1385,4/1/2013,Checking Accounts,Yes,Banking Services,Alysha Roberts,3,Low,Chat,Direct,Good,4,Conversys
1386,4/1/2013,Silver Plus Card,No,Credit Services,Alysha Roberts,4,Low,Phone,Government,Good,3,Conversys
1387,4/1/2013,Infinite Gold Card,No,Credit Services,Cathy Friar,12,High,Chat,Reseller,Acceptable,3,Conversys
1388,4/1/2013,Securities Brokerage,Yes,Investment Services,Kelly Martino,13,High,Chat,Institutional,Poor,3,Conversys
1389,4/1/2013,Platinum Plus Card,Yes,Credit Services,Alysha Roberts,13,Medium,Chat,Reseller,Good,2,Conversys
1390,4/1/2013,Certificate of Deposit,Yes,Banking Services,Kelly Martino,12,Medium,Phone,Reseller,Good,3,Conversys
1391,4/1/2013,Infinite Gold Card,Yes,Credit Services,Cathy Friar,18,Medium,Phone,Reseller,Good,5,Conversys
1392,4/1/2013,Infinite Gold Card,No,Credit Services,Ben Stroup,2,High,Phone,Government,Acceptable,5,Conversys
1393,4/1/2013,Securities Brokerage,Yes,Investment Services,Jake Williams,15,Medium,Phone,Commercial,Good,5,Conversys
1394,4/1/2013,Infinite Gold Card,No,Credit Services,Jake Williams,13,Low,Chat,Reseller,Poor,2,Conversys
1395,4/1/2013,Platinum Plus Card,No,Credit Services,Kelly Martino,20,Low,Chat,Reseller,Poor,5,Conversys
1396,4/1/2013,Retirement,No,Investment Services,Cathy Friar,12,High,Chat,Institutional,Good,2,Conversys
1397,4/1/2013,Checking Accounts,Yes,Banking Services,Cathy Friar,14,High,Phone,Reseller,Good,2,Conversys
1398,4/1/2013,Checking Accounts,No,Banking Services,Jake Williams,7,Low,Phone,Government,Good,3,Conversys
1399,4/1/2013,Certificate of Deposit,No,Banking Services,Ben Stroup,2,Low,Chat,Commercial,Good,1,Conversys
1400,4/1/2013,Overdraft Protection Services,Yes,Banking Services,Ben Stroup,20,High,Chat,Direct,Acceptable,2,Conversys
1401,9/8/2014,Overdraft Protection Services,Yes,Banking Services,Alysha Roberts,9,High,Chat,Institutional,Poor,3,Conversys
1402,9/8/2014,Silver Plus Card,Yes,Credit Services,Alysha Roberts,1,High,Phone,Direct,Acceptable,4,Conversys
1403,9/8/2014,Checking Accounts,No,Banking Services,Cathy Friar,17,Medium,Phone,Reseller,Good,4,Conversys
1404,9/8/2014,Overdraft Protection Services,Yes,Banking Services,Jake Williams,5,Medium,Chat,Institutional,Good,3,Conversys
1405,9/8/2014,Checking Accounts,Yes,Banking Services,Ben Stroup,13,Medium,Chat,Institutional,Good,5,Conversys
1406,9/8/2014,Overdraft Protection Services,No,Banking Services,Alysha Roberts,13,High,Phone,Commercial,Good,1,Conversys
1407,9/8/2014,Variable Annuities,No,Investment Services,Jake Williams,3,High,Chat,Reseller,Good,4,Conversys
1408,9/8/2014,Silver Plus Card,Yes,Credit Services,Kelly Martino,18,Low,Phone,Direct,Good,1,Conversys
1409,9/8/2014,Savings and Money Market,No,Banking Services,Kelly Martino,19,Medium,Chat,Institutional,Acceptable,3,Conversys
1410,9/8/2014,Silver Plus Card,Yes,Credit Services,Kelly Martino,8,Low,Phone,Reseller,Acceptable,3,Conversys
1411,9/8/2014,Variable Annuities,Yes,Investment Services,Jake Williams,4,High,Phone,Government,Acceptable,5,Conversys
